Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,19: Zadana vrijednost [%],19: Mjerena vrijednost [%],19: Greška mjerenja [ % ],19: Dozvoljeno odstupanje  [ ± % ],19: Usklađeno,20: Zadana vrijednost [%],20: Mjerena vrijednost [%],20: Greška mjerenja [ % ],20: Dozvoljeno odstupanje  [ ± % ],20: Usklađeno,21: Zadana vrijednost [%],21: Mjerena vrijednost [%],21: Greška mjerenja [ % ],21: Dozvoljeno odstupanje  [ ± % ],21: Usklađeno,22: Zadana vrijednost [%],22: Mjerena vrijednost [],22: Greška mjerenja [ % ],22: Dozvoljeno odstupanje  [ ± % ],22: Usklađeno,23: Zadana vrijednost [%],23: Mjerena vrijednost [%],23: Greška mjerenja [ % ],23: Dozvoljeno odstupanje  [ ± % ],23: Usklađeno,Napomena
1090/17,1090/VL/17,19.6.2017.,Zavrsena,NARUDŽBENICA OD 07.04.2017.,Komparativna,Redovna,DAMECA,SIESTA,200504001,DA,DA,DA,DA,DA,Volumen,"300,00","289,00","3,67","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","478,00","4,40","10,00",DA,"600,00","560,00","6,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,89","0,89","1,00",DA,"2,00","2,71","0,71","1,00",DA,"3,00","3,09","0,09","1,00",DA,"4,00","3,17","0,83","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1078/17,1078/VL/17,16.6.2017.,Zavrsena,NARUDŽBENICA OD 04.05.2017.,Komparativna,Prva,Drager,Julian,0322200,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","289,00","3,67","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","524,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,91","0,09","1,00",DA,"2,00","1,49","0,51","1,00",DA,"3,00","2,39","0,61","1,00",DA,"4,00","3,19","0,81","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
935/17,935/VL/17,9.6.2017.,Zavrsena,NARUDŽBENICA BR. 4500094051 OD 06.06.2017.,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0019,DA,DA,DA,DA,DA,Volumen,"300,00","289,00","3,67","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","473,00","5,40","10,00",DA,"600,00","560,00","6,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,89","0,89","1,00",DA,"2,00","2,71","0,71","1,00",DA,"3,00","3,09","0,09","1,00",DA,"4,00","3,17","0,83","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
936/17,936/VL/17,9.6.2017.,Zavrsena,NARUDŽBENICA BR. 4500094051 OD 06.06.2017.,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0032,DA,DA,DA,DA,DA,Volumen,"300,00","295,00","1,67","10,00",DA,"400,00","390,00","2,50","10,00",DA,"500,00","480,00","4,00","10,00",DA,"600,00","577,00","3,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,69","0,69","1,00",DA,"2,00","2,61","0,61","1,00",DA,"3,00","3,81","0,81","1,00",DA,"4,00","4,23","0,23","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
860/17,860/VL/17,26.5.2017.,Zavrsena,NARUDŽBENICA,Komparativna,Redovna,Drager,SULA 800V,2076,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","374,00","6,50","10,00",DA,"500,00","473,00","5,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,62","0,38","1,00",DA,"2,00","1,11","0,89","1,00",DA,"3,00","2,45","0,55","1,00",DA,"4,00","3,65","0,35","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
823/17,823/VL/17,19.5.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Mindray,Wato EX65,ER-3C002075,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","287,00","4,33","10,00",DA,"400,00","404,00","1,00","10,00",DA,"500,00","483,00","3,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,39","0,61","1,00",DA,"2,00","1,30","0,70","1,00",DA,"3,00","2,89","0,11","1,00",DA,"4,00","3,79","0,21","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
786/17,786/VL/17,16.5.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Primus,ARZD-0164,DA,DA,DA,DA,DA,Volumen,"200,00","205,00","2,50","10,00",DA,"300,00","309,00","3,00","10,00",DA,"400,00","408,00","2,00","10,00",DA,"500,00","506,00","1,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,82","0,18","1,00",DA,"2,00","1,56","0,44","1,00",DA,"3,00","2,78","0,22","1,00",DA,"4,00","3,74","0,26","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
602/17,602/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Redovna,Drager,PRIMUS,aRZD-0163,DA,DA,DA,DA,DA,Volumen,"300,00","309,00","3,00","10,00",DA,"400,00","405,00","1,25","10,00",DA,"500,00","503,00","0,60","10,00",DA,"600,00","602,00","0,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,27","0,27","1,00",DA,"2,00","2,62","0,62","1,00",DA,"3,00","3,29","0,29","1,00",DA,"4,00","3,49","0,51","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
601/17,601/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Titus,ARLE-0002,DA,DA,DA,DA,DA,Volumen,"300,00","318,00","6,00","10,00",DA,"400,00","426,00","6,50","10,00",DA,"500,00","544,00","8,80","10,00",DA,"600,00","632,00","5,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,43","0,43","1,00",DA,"2,00","2,12","0,12","1,00",DA,"3,00","3,05","0,05","1,00",DA,"4,00","3,55","0,45","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
603/17,603/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,GE Datex Ohmeda,Datex Ohmeda,ANCP00946,DA,DA,DA,DA,DA,Volumen,"300,00","318,00","6,00","10,00",DA,"400,00","420,00","5,00","10,00",DA,"500,00","518,00","3,60","10,00",DA,"600,00","601,00","0,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,06","0,06","1,00",DA,"2,00","1,73","0,27","1,00",DA,"3,00","2,69","0,31","1,00",DA,"4,00","3,49","0,51","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
600/17,600/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Fabius,ARZD-0170,DA,DA,DA,DA,DA,Volumen,"300,00","295,00","1,67","10,00",DA,"400,00","390,00","2,50","10,00",DA,"500,00","485,00","3,00","10,00",DA,"600,00","579,00","3,50","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,44","0,44","1,00",DA,"2,00","2,14","0,14","1,00",DA,"3,00","2,80","0,20","1,00",DA,"4,00","3,55","0,45","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
604/17,604/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Fabius,ARZD-0169,DA,DA,DA,DA,DA,Volumen,"300,00","303,00","1,00","10,00",DA,"400,00","400,00","0,00","10,00",DA,"500,00","494,00","1,20","10,00",DA,"600,00","586,00","2,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,47","0,47","1,00",DA,"2,00","2,19","0,19","1,00",DA,"3,00","3,03","0,03","1,00",DA,"4,00","3,32","0,68","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
605/17,605/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Titus,ARKK-0040,DA,DA,DA,DA,DA,Volumen,"300,00","321,00","7,00","10,00",DA,"400,00","433,00","8,25","10,00",DA,"500,00","546,00","9,20","10,00",DA,"600,00","643,00","7,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,04","0,04","1,00",DA,"2,00","1,98","0,02","1,00",DA,"3,00","3,12","0,12","1,00",DA,"4,00","3,49","0,51","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
606/17,606/VL/17,18.4.2017.,Zavrsena,ODLUKA O IZBORU: 01-1-1075/17-04,Komparativna,Prva,Drager,Titus,ARLE-0003,DA,DA,DA,DA,DA,Volumen,"300,00","328,00","9,33","10,00",DA,"400,00","429,00","7,25","10,00",DA,"500,00","550,00","10,00","10,00",DA,"600,00","612,00","2,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,33","0,33","1,00",DA,"2,00","2,13","0,13","1,00",DA,"3,00","3,41","0,41","1,00",DA,"4,00","3,67","0,33","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
492/17,492/VL/17,7.4.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Julian,ARMF-0021,DA,DA,DA,DA,DA,Volumen,"200,00","193,00","3,50","10,00",DA,"300,00","282,00","6,00","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","465,00","7,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,65","0,35","1,00",DA,"2,00","1,37","0,63","1,00",DA,"3,00","2,29","0,71","1,00",DA,"4,00","3,28","0,72","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
346/17,346/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS,ARUB-0037,DA,DA,DA,DA,DA,Volumen,"300,00","283,00","5,67","10,00",DA,"400,00","378,00","5,50","10,00",DA,"500,00","475,00","5,00","10,00",DA,"600,00","583,00","2,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,45","0,45","1,00",DA,"2,00","2,55","0,55","1,00",DA,"3,00","3,07","0,07","1,00",DA,"4,00","3,10","0,90","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
348/17,348/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Fabius,ARTE-0030,DA,DA,DA,DA,DA,Volumen,"300,00","286,00","4,67","10,00",DA,"400,00","385,00","3,75","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00","592,00","1,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,71","0,71","1,00",DA,"2,00","2,45","0,45","1,00",DA,"3,00","2,86","0,14","1,00",DA,"4,00","3,03","0,97","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
363/17,363/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Fabius,ARUB-0038,DA,DA,DA,DA,DA,Volumen,"300,00","282,00","6,00","10,00",DA,"340,00","372,00","9,41","10,00",DA,"500,00","473,00","5,40","10,00",DA,"600,00","595,00","0,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,27","0,27","1,00",DA,"2,00","2,30","0,30","1,00",DA,"3,00","2,74","0,26","1,00",DA,"4,00","3,02","0,98","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
341/17,341/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS PLUS,1018-012-180610,DA,DA,DA,DA,DA,Volumen,"300,00","283,00","5,67","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","468,00","6,40","10,00",DA,"600,00","563,00","6,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,36","0,36","1,00",DA,"2,00","2,42","0,42","1,00",DA,"3,00","3,01","0,01","1,00",DA,"4,00","3,21","0,79","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
342/17,342/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS PLUS,USHE-0239,DA,DA,DA,DA,DA,Volumen,"300,00","293,00","2,33","10,00",DA,"400,00","384,00","4,00","10,00",DA,"500,00","473,00","5,40","10,00",DA,"600,00","575,00","4,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,92","0,92","1,00",DA,"2,00","2,64","0,64","1,00",DA,"3,00","3,79","0,79","1,00",DA,"4,00","3,29","0,71","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
347/17,347/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS PLUS,USHE-0058,DA,DA,DA,DA,DA,Volumen,"300,00","277,00","7,67","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","461,00","7,80","10,00",DA,"600,00","575,00","4,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,47","0,47","1,00",DA,"2,00","2,37","0,37","1,00",DA,"3,00","3,06","0,06","1,00",DA,"4,00","3,36","0,64","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
361/17,361/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS PLUS,ASHJ-0168,DA,DA,DA,DA,DA,Volumen,"300,00","281,00","6,33","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","473,00","5,40","10,00",DA,"600,00","565,00","5,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,47","0,47","1,00",DA,"2,00","2,46","0,46","1,00",DA,"3,00","3,04","0,04","1,00",DA,"4,00","3,09","0,91","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
362/17,362/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Julian,ARMF-0082,DA,DA,DA,DA,DA,Volumen,"300,00","328,00","9,33","10,00",DA,"400,00","431,00","7,75","10,00",DA,"500,00","544,00","8,80","10,00",DA,"600,00","604,00","0,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,85","0,85","1,00",DA,"2,00","2,88","0,88","1,00",DA,"3,00","3,14","0,14","1,00",DA,"4,00","3,09","0,91","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
364/17,364/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Julian,ARMF-0084,NE,DA,DA,DA,DA,Volumen,"300,00","432,00","44,00","10,00",NE,"400,00","527,00","31,75","10,00",NE,"500,00","582,00","16,40","10,00",NE,"600,00","652,00","8,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,92","0,92","1,00",DA,"2,00","2,45","0,45","1,00",DA,"3,00","2,44","0,56","1,00",DA,"4,00","3,14","0,86","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
349/17,349/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,PRIMUS,ASHJ-0010,DA,DA,DA,DA,DA,Volumen,"300,00","287,00","4,33","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","480,00","4,00","10,00",DA,"600,00","578,00","3,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,24","0,24","1,00",DA,"2,00","2,85","0,85","1,00",DA,"3,00","3,02","0,02","1,00",DA,"4,00","3,07","0,93","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
344/17,344/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Drager,Primus,ARWA-0089,DA,DA,DA,DA,DA,Volumen,"300,00","291,00","3,00","10,00",DA,"400,00","386,00","3,50","10,00",DA,"500,00","481,00","3,80","10,00",DA,"600,00","575,00","4,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,76","0,76","1,00",DA,"2,00","2,51","0,51","1,00",DA,"3,00","2,97","0,03","1,00",DA,"4,00","3,05","0,95","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
345/17,345/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,PRIMUS,ASHJ-0011,DA,DA,DA,DA,DA,Volumen,"300,00","290,00","3,33","10,00",DA,"400,00","386,00","3,50","10,00",DA,"500,00","482,00","3,60","10,00",DA,"600,00","575,00","4,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,61","0,61","1,00",DA,"2,00","2,43","0,43","1,00",DA,"3,00","3,05","0,05","1,00",DA,"4,00","3,17","0,83","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
366/17,366/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,SPACELABS HEALTH CARE,BLEASE GENIUS MRI,GENI-000100,DA,DA,DA,DA,DA,Volumen,"200,00","220,00","10,00","10,00",DA,"300,00","314,00","4,67","10,00",DA,"400,00","425,00","6,25","10,00",DA,"500,00","497,00","0,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,42","0,42","1,00",DA,"2,00","2,41","0,41","1,00",DA,"3,00","3,05","0,05","1,00",DA,"4,00","3,17","0,83","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
365/17,365/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Prva,Mindray,Wato EX65,ER-3C002075,DA,DA,DA,DA,DA,Volumen,"300,00","307,00","2,33","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","503,00","0,60","10,00",DA,"600,00","567,00","5,50","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,42","0,42","1,00",DA,"2,00","2,42","0,42","1,00",DA,"3,00","2,96","0,04","1,00",DA,"4,00","3,01","0,99","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
343/17,343/VL/17,31.3.2017.,Zavrsena,UGOVOR BR. 20/1-3259 OD 27.03.2017.,Komparativna,Redovna,Drager,FABIUS,URTN-0037,DA,DA,DA,DA,DA,Volumen,"300,00","286,00","4,67","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00","571,00","4,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,48","0,48","1,00",DA,"2,00","2,54","0,54","1,00",DA,"3,00","3,07","0,07","1,00",DA,"4,00","3,11","0,89","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
289/17,289/VL/17,7.3.2017.,Zavrsena,Narudžbenica od 06.03.2017.,Komparativna,Prva,Drager,Fabius Tiro,ARZK-0076,DA,DA,DA,DA,DA,Volumen,"200,00","193,00","3,50","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","380,00","5,00","10,00",DA,"500,00","468,00","6,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,79","0,21","1,00",DA,"2,00","1,71","0,29","1,00",DA,"3,00","2,77","0,23","1,00",DA,"4,00","3,71","0,29","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
232/17,232/VL/17,23.2.2017.,Zavrsena,Ugovor br. 287-2/2016 od 12.12.2016.,Komparativna,Prva,Drager,Fabius,ARSE-0015,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","275,00","8,33","10,00",DA,"400,00","365,00","8,75","10,00",DA,"500,00","456,00","8,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,81","0,19","1,00",DA,"2,00","1,49","0,51","1,00",DA,"3,00","2,37","0,63","1,00",DA,"4,00","3,28","0,72","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
234/17,234/VL/17,23.2.2017.,Zavrsena,Ugovor br. 287-2/2016 od 12.12.2016.,Komparativna,Redovna,Drager,Fabius,ARSE-0006,NE,DA,DA,DA,DA,Volumen,"200,00","146,00","27,00","10,00",NE,"300,00","243,00","19,00","10,00",NE,"400,00","327,00","18,25","10,00",NE,"500,00","418,00","16,40","10,00",NE,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,18","0,18","1,00",DA,"2,00","1,98","0,02","1,00",DA,"3,00","2,72","0,28","1,00",DA,"4,00","3,62","0,38","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
233/17,233/VL/17,23.2.2017.,Zavrsena,Ugovor br. 287-2/2016 od 12.12.2016.,Komparativna,Prva,Drager,FABIUS,ARSE-0007,DA,DA,DA,DA,DA,Volumen,"200,00","197,00","1,50","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","366,00","8,50","10,00",DA,"500,00","458,00","8,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,17","0,83","1,00",DA,"2,00","1,12","0,88","1,00",DA,"3,00","2,19","0,81","1,00",DA,"4,00","3,10","0,90","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
